type,sr_no,,CIFINR,CIFD,QTY,BENO,BEDT,PORT,DFIA
Debit-,7,E,6653007.28,79249.64,12640,9636080,12/01/24,INMUN1, 0311029850
Debit-,7,E,580689.68,6908.86,1120,9699712,17/01/24,INMUN1, 0311029850
Debit-,10,E,104517,1260,1050,2971373,11/04/24,INNSA1, 0311027042
Debit-,17,E,785783.49,9382.49,555,2560776,14/03/24,INNSA1, 0311027042
Debit-,12,E,4117171,49574.61,6232,6702171,04/07/23,INMUN1, 0311024589
Debit-,3,E,1535983.33,18516.98,21281,8136519,04/10/23,INNSA1, 0311024589
Debit-,10,E,1993131.08,23798.58,3433,2710135,23/03/24,INMUN1, 0311021589
Debit-,10,E,408362.91,4875.98,1667,2723874,23/03/24,INMUN1, 0311021589
Debit-,5,E,226532.18,2704.86,160,2560776,14/03/24,INNSA1, 0311021589
Debit-,10,E,983301.97,11825.64,11052,5729651,29/04/23,INNSA1, 0311020706
Debit-,10,E,2021743,24270.62,24078,6050614,20/05/23,INNSA1, 0311020706
Debit-,5,E,1505275.2,17888,1376,2281968,24/02/24,INNSA1, 0311020706
Debit-,7,E,244151,2936.27,476,5708544,27/04/23,INMUN1, 0311020706
Debit-,11,E,81428.14,969.96,1416,7777870,11/09/23,INNSA1, 0311018481
Debit-,3,E,1737510,20758.78,13093,4256194,19/01/23,INNSA1, 0311018481
Debit-,5,E,428576.73,5108.19,558,3773759,16/12/22,INNSA1, 0311018481
Debit-,7,E,66680,801.92,130,5708544,27/04/23,INMUN1, 0311018481
Debit-,10,E,1470593.39,17686.03,16529,5736395,29/04/23,INMUN1, 0311018479
Debit-,5,E,580652.37,6920.77,756,3773759,16/12/22,INNSA1, 0311018479
Debit-,5,E,580132,6931.09,790,4149461,12/01/23,INNSA1, 0311018479
Debit-,10,E,1479574.6,17762,16600,6029627,19/05/23,INNSA1, 0311018289
Debit-,10,E,1269225.44,15236.8,14240,6047005,20/05/23,INMUN1, 0311018289
Debit-,10,E,2134594,25625.38,25422,6050614,20/05/23,INNSA1, 0311018289
Debit-,5,E,1722755.62,20533.44,2243,3773759,16/12/22,INNSA1, 0311018289
Debit-,5,E,1324757,15827.44,1804,4149461,12/01/23,INNSA1, 0311018289
Debit-,7,E,533951,6421.54,1041,5708544,27/04/23,INMUN1, 0311018289
Debit-,9,E,757874.78,9000.89,6788,2404687,02/03/24,INNSA1, 0311018289
Debit-,10,E,984504.51,11762.3,10693,5376073,05/04/23,INNSA1, 0311018476
Debit-,5,E,1175897.87,14015.47,1531,3773759,16/12/22,INNSA1, 0311018476
Debit-,13,E,777160,9213.52,9522,2970569,11/04/24,INNSA1, 0311032349
Debit-,3,E,1195344.2,14230.29,3964,2902755,06/04/24,INBOM4, 0311032349
Debit-,7,E,3504363.95,41545.51,1770,2902421,06/04/24,INNSA1, 0311032349
Debit-,12,E,1444472,17124.74,11188,2970538,11/04/24,INNSA1, 0311028888
Debit-,6,E,1009972.84,12037.82,518,2372647,01/03/24,INNSA1, 0311028888
Debit-,12,E,783304,9286.35,6067,2970538,11/04/24,INNSA1, 0311028882
Debit-,6,E,2039262.64,24176.2,1030,2902421,06/04/24,INNSA1, 0311028882
Debit-,37,E,4045891.5,47993.97,10300,2985701,12/04/24,INKAT1, 3011004781
Debit-,38,E,3361216.07,40038.31,68311,2462976,07/03/24,INBOM1, 3011004781
Debit-,1,E,18548647.32,219900.98,64,2908473,06/04/24,INLDH6, 3011004780
Debit-,37,E,4558973.43,54338.18,23960,2546622,13/03/24,INKAT1, 3011004780
Debit-,37,E,4367786.44,52152.67,24850,2984450,12/04/24,INKAT1, 3011004780
Debit-,37,E,2350452.78,28065.11,11700,2984362,12/04/24,INKAT1, 3011004780
Debit-,37,E,2455708.5,29269.47,6300,2984363,12/04/24,INKAT1, 3011004780
Debit-,37,E,4118314.7,49173.91,20500,2985696,12/04/24,INKAT1, 3011004780
Debit-,38,E,3610339.02,43005.83,73374,2462976,07/03/24,INBOM1, 3011004780
Debit-,37,E,18969154.36,226497.37,105470,2544190,13/03/24,INKAT1, 3011004779
Debit-,38,E,3859904.8,45978.62,78446,2462976,07/03/24,INBOM1, 3011004779
Debit-,37,E,18969154.36,226497.37,105470,2544190,13/03/24,INKAT1, 3011004779
Debit-,38,E,3859904.8,45978.62,78446,2462976,07/03/24,INBOM1, 3011004779
Debit-,11,E,291324.13,3470.21,5066,7777870,11/09/23,INNSA1, 0311018478
Debit-,5,E,1864846.51,22227.01,2428,3773759,16/12/22,INNSA1, 0311018478
Debit-,9,E,667309.48,7930,6100,2615876,17/03/24,INNSA1, 0311018478
Debit-,1,E,4252149,50985,49500,6324175,08/06/23,INNSA1, 0311001701
Debit-,5,E,2885840.1,34294,2638,2281968,24/02/24,INNSA1, 0311001701
Debit-,8,E,2234310,26520,20000,2404538,02/03/24,INNSA1, 0311001701
Debit-,8,E,87022.85,1049.1,807,2971053,11/04/24,INNSA1, 0311001701
Debit-,9,E,3927200.3,47544.8,48000,5882246,10/05/23,INNSA1, 0311001701
Debit-,9,E,3718784.16,45021.6,43290,5996271,17/05/23,INNSA1, 0311001701
Debit-,9,E,2932409.9,35203,32900,6029627,19/05/23,INNSA1, 0311001701
Debit-,9,E,12880296,154440,148500,6324175,08/06/23,INNSA1, 0311001701
Debit-,9,E,3760760.27,44691.15,42563,8182270,07/10/23,INNSA1, 0311001701
Debit-,12,E,197296.28,2341.8,202.62,2028948,07/02/24,INNSA1, 0311029645
Debit-,12,E,12437200,148150.09,16000,2042752,08/02/24,INMUN1, 0311029645
Debit-,12,E,6478950,77360.6,10000,2513921,11/03/24,INMUN1, 0311029645
Debit-,12,E,1181653.7,14008.94,14478,2970569,11/04/24,INNSA1, 0311029645
Debit-,6,E,3002621.93,35788.1,1540,2372647,01/03/24,INNSA1, 0311029645
Debit-,6,E,214066.7,2556.02,935,2511396,11/03/24,INNSA1, 0311029645
Debit-,9,E,277161.41,3309.39,2163,2977781,11/04/24,INNSA1, 0311031533
Debit-,9,E,640303.09,7645.41,4997,2977782,11/04/24,INNSA1, 0311031533
Debit-,9,E,190796.74,2278.17,1489,2977781,11/04/24,INNSA1, 0311031510
Debit-,5,E,682232.83,8131.5,90,2370082,01/03/24,INNSA1, 0311031456
Debit-,9,E,636423.45,7585.5,5057,2977784,11/04/24,INNSA1, 0311031456
Debit-,5,E,885648.4,10556,520,2370082,01/03/24,INNSA1, 0311031453
Debit-,9,E,428896.8,5112,3408,2977784,11/04/24,INNSA1, 0311031453
Debit-,10,E,90612,1080,720,2977784,11/04/24,INNSA1, 0311031358
Debit-,11,E,862436.58,10224.5,3025,2907748,06/04/24,INMUN1, 0311031358
Debit-,17,E,1396008,16668.75,986,2560776,14/03/24,INNSA1, 0311031358
Debit-,21,E,589639.05,7007,5390,2971372,11/04/24,INNSA1, 0311031358
Debit-,21,E,242852.31,2882.52,1884,2975393,11/04/24,INNSA1, 0311031358
Debit-,10,E,369804.83,4415.58,2886,2977782,11/04/24,INNSA1, 0311031107
Debit-,11,E,467283.82,5539.82,1639,2907748,06/04/24,INMUN1, 0311031107
Debit-,11,E,1657287.71,19647.75,5695,2928993,08/04/24,INMUN1, 0311031107
Debit-,17,E,332118.13,3958.5,195,2370082,01/03/24,INNSA1, 0311031107
Debit-,21,E,849613.35,10126.5,6751,2977784,11/04/24,INNSA1, 0311031107
Debit-,22,E,2934810.64,34793.25,10085,2931213,08/04/24,INMUN1, 0311031107
Debit-,6,E,2274109.51,27105,300,2370082,01/03/24,INNSA1, 0311031107
Debit-,10,E,4072743.57,48629.77,14430.2,2697121,22/03/24,INTKD6, 0311031011
Debit-,10,E,655451.8,7770.62,2299,2907748,06/04/24,INMUN1, 0311031011
Debit-,10,E,427199.01,5064.6,1468,2928993,08/04/24,INMUN1, 0311031011
Debit-,10,E,2025121.19,24008.55,6959,2931213,08/04/24,INMUN1, 0311031011
Debit-,5,E,758036.51,9035,100,2370082,01/03/24,INNSA1, 0311031011
Debit-,9,E,622748.25,7435.8,4860,2977782,11/04/24,INNSA1, 0311031011
Debit-,12,E,1668475,19780.38,12923,2970538,11/04/24,INNSA1, 0311030657
Debit-,6,E,1179601.47,14059.61,605,2372647,01/03/24,INNSA1, 0311030657
Debit-,12,E,1668475,19780.38,12923,2970538,11/04/24,INNSA1, 0311030657
Debit-,6,E,1179601.47,14059.61,605,2372647,01/03/24,INNSA1, 0311030657
