sr_no,license_number,license_date,license_expiry,exporter,value_balance,hs_code,import_item,quantity_balance,port
1,0310818438,11/01/2018,30/07/2019,PARLE PRODUCTS PVT.  LIMITED,1877442,11010000,wheat flour,1694488,INNSA1
,03/92/076/00027/AM17,,,,,17019990,cane sugar,393,
,,,,,,15119020,vegetable shortening/cream/fats/spray fats rbd palmolein oil,0,
,,,,,,21021000,leaving agent/ dough conditioner,14303,
,,,,,,15200000,emulsifier/ stabilizer/ glazing agent/ binders/ thickners,3575,
,,,,,,08062010,relevant food flavour vanillin,57212,
,,,,,,11085000,starch,17878,
,,,,,,17029040,relevant food colour caramel,357,
,,,,,,29070000,anti oxidant (citric acid),357,
,,,,,,18050000,coco powder,4181,
,,,,,,11082000,dietary fibre,107272,
,,,,,,35022000,milk & milk products milk solids,3,
,,,,,,39021000,packing material pp granules,0,
,,,,,,,,,
sr_no,license_number,license_date,license_expiry,exporter,value_balance,hs_code,import_item,quantity_balance,port
2,0310823762,14/09/2018,30/09/2019,STRAINA INTERNATIONAL PVT. LTD.,183632,11010000,wheat flour,175993,INNSA1
,03/89/076/00010/AM18,,,,,17011490,cane sugar,64,
,,,,,,15119020,vegetable shortening/cream/fats/spray fats rbd palmolein oil,0,
,,,,,,04000000,biscuits,0,
,,,,,,21021020,leaving agent/ dough conditioner,1196,
,,,,,,38244090,emulsifier,366,
,,,,,,29124200,relevant food flavour,5866,
,,,,,,11081100,starch,1833,
,,,,,,32030020,relevant food colour,36,
,,,,,,29072900,anti oxidant,36,
,,,,,,18050000,coco powder,3299,
,,,,,,13022000,milk & milk products (skimmed milk powder),329,
,,,,,,04041020,milk & milk products (skimmed milk powder),14665,
,,,,,,39202090,bopp granules (12 to 15 gsm),3778,
,,,,,,48101990,paper & paper board (100 to 300 gsm),7557,
,,,,,,,,,
sr_no,license_number,license_date,license_expiry,exporter,value_balance,hs_code,import_item,quantity_balance,port
3,0310821169,23/05/2018,02/10/2019,PARLE PRODUCTS PVT.  LIMITED,4345842,11010000,wheat flour,2308896,INNSA1
,03/92/076/00001/AM18,,,,,17019990,cane sugar,228884,
,,,,,,15119020,vegetable shortening/cream/fats/spray fats rbd palmolein oil,0,
,,,,,,21021000,leaving agent/ dough conditioner,21265,
,,,,,,15200000,emulsifier/ stabilizer/ glazing agent/ binders/ thickners,5316,
,,,,,,08023100,relevant food flavour vanillin,85061,
,,,,,,35051000,starch,26581,
,,,,,,17029040,relevant food colour caramel,531,
,,,,,,29070000,anti oxidant (citric acid),531,
,,,,,,18050000,coco powder,47847,
,,,,,,08023100,dietary fibre,159490,
,,,,,,04041020,milk & milk products milk solids,215143,
,,,,,,39021000,packing material pp granules,25266,
,,,,,,,,,
sr_no,license_number,license_date,license_expiry,exporter,value_balance,hs_code,import_item,quantity_balance,port
4,0310818080,28/12/2017,02/10/2019,PARLE PRODUCTS PVT.  LIMITED,1358717,11010000,wheat flour,1235773,INNSA1
,03/92/076/00024/AM17,,,,,17019990,cane sugar,960,
,,,,,,15119020,vegetable shortening/cream/fats/spray fats rbd palmolein oil,0,
,,,,,,21021000,leaving agent/ dough conditioner,10298,
,,,,,,15200000,emulsifier/ stabilizer/ glazing agent/ binders/ thickners,2574,
,,,,,,08062010,relevant food flavour vanillin,41192,
,,,,,,11085000,starch,12872,
,,,,,,17029040,relevant food colour caramel,257,
,,,,,,29070000,anti oxidant (citric acid),257,
,,,,,,18050000,coco powder,23170,
,,,,,,11082000,dietary fibre,57235,
,,,,,,35022000,milk & milk products (skimmed milk powder),37,
,,,,,,39021000,packing material (ldpe/hdpe/pp),0,
,,,,,,,,,
sr_no,license_number,license_date,license_expiry,exporter,value_balance,hs_code,import_item,quantity_balance,port
5,0310825085,16/11/2018,30/11/2019,MOTWANI INTERNATIONAL,39792,11010000,wheat flour,31006,INNSA1
,03/91/076/00037/AM18,,,,,17024000,cane sugar,12273,
,,,,,,15119020,vegetable shortening/cream/fats/spray fats rbd palmolein oil,0,
,,,,,,21021000,leaving agent/ dough conditioner,258,
,,,,,,15200000,emulsifier/ stabilizer/ glazing agent/ binders/ thickners,64,
,,,,,,08062010,relevant food flavour,1033,
,,,,,,35051000,starch,322,
,,,,,,17029040,relevant food colour caramel,6,
,,,,,,29070000,anti oxidant (citric acid),6,
,,,,,,18050000,coco powder,581,
,,,,,,11082000,dietary fibre,1937,
,,,,,,35022000,milk & milk products milk solids,4521,
,,,,,,39021000,packing material pp granules,789,
,,,,,,,,,
sr_no,license_number,license_date,license_expiry,exporter,value_balance,hs_code,import_item,quantity_balance,port
6,0310827783,19/03/2019,21/01/2020,RAMA EXPORTS,129363,11010000,wheat flour,76062,INNSA1
,03/92/076/00034/AM18,,,,,17011490,cane sugar,30107,
,,,,,,15119020,vegetable shortening/cream/fats/spray fats rbd palmolein oil,28523,
,,,,,,21021020,leaving agent/ dough conditioner,633,
,,,,,,29157030,emulsifier/ stabilizer/ glazing agent/ binders/ thickners,158,
,,,,,,29124200,relevant food flavour vanillin,2535,
,,,,,,11081100,starch,792,
,,,,,,32041981,relevant food colour sunset yellow,15,
,,,,,,29181400,anti oxidant (citric acid),15,
,,,,,,18050000,coco powder,1426,
,,,,,,23023000,dietary fibre,4753,
,,,,,,04041020,milk & milk products (whey powder),4753,
,,,,,,04021010,milk & milk products (skimmed milk powder),6338,
,,,,,,39012000,packing material hdpe granules,7923,
,,,,,,48101990,paper (50 to 150 gsm),4753,
,,,,,,48101990,paper & paper board (100 to 300 gsm),4183,
,,,,,,,,,
sr_no,license_number,license_date,license_expiry,exporter,value_balance,hs_code,import_item,quantity_balance,port
7,0310826693,30/01/2019,31/01/2020,PARLE PRODUCTS PVT.  LIMITED,4270938,11010000,wheat flour,2871484,INNSA1
,03/92/076/00034/AM18,,,,,17011490,cane sugar,284629,
,,,,,,15119020,vegetable shortening/cream/fats/spray fats rbd palmolein oil,0,
,,,,,,21021000,leaving agent/ dough conditioner,23929,
,,,,,,15200000,emulsifier/ stabilizer/ glazing agent/ binders/ thickners,5982,
,,,,,,08023100,relevant food flavour vanillin,95716,
,,,,,,35051000,starch,29911,
,,,,,,17029040,relevant food colour caramel,598,
